"","Site_Name","Cluster_ID","Cluster_Location","Cluster_Location_Time","Cluster_State","Lat","Long","Elevation_mabsl","Site_Comments","Sample_ID","Start_Time_Zone","Collection_Time_Zone","Collection_Date","Year","Season","Month","Sample_Comments","d2H","d18O","d2H_Analytical_SD","d18O_Analytical_SD","WI_Analysis_Source","Project_ID","Modality"
"327","Arby's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.56525,-111.85259,NA,"","SLV-13-219",NA,-6,"06-09-13 11:21",2013,"summer","september","",-119.1542094,-15.9438484,0.274714982,0.020965426,"SPATIAL","p58","multi"
"328","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.50857,-112.01044,NA,"","SLV-13-253",NA,-6,"06-09-13 11:22",2013,"summer","september","",-121.2430564,-15.7976932,0.289032999,0.085858687,"SPATIAL","p58","multi"
"329","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6956,-112.09211,NA,"","SLV-13-195",NA,-6,"06-09-13 11:22",2013,"summer","september","",-99.50195241,-12.05120999,0.063074126,0.033346128,"SPATIAL","p58","multi"
"330","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58095,-111.85268,NA,"","SLV-13-220",NA,-6,"06-09-13 11:26",2013,"summer","september","",-117.358403,-14.36866387,0.134538614,0.03355165,"SPATIAL","p58","multi"
"331","Wendy's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.50829,-112.02381,NA,"","SLV-13-254",NA,-6,"06-09-13 11:26",2013,"summer","september","",-121.1442682,-15.82542304,0.32629911,0.025662144,"SPATIAL","p58","multi"
"332","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.51398,-112.025,NA,"","SLV-13-255",NA,-6,"06-09-13 11:29",2013,"summer","september","",-120.9810617,-15.75382667,0.307447189,0.029422544,"SPATIAL","p58","multi"
"333","Conoco Phillips","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6751,-111.90593,NA,"","SLV-13-164",NA,-6,"06-09-13 11:31",2013,"summer","september","",-125.2860165,-16.8732758,0.078459878,0.031834032,"SPATIAL","p58","multi"
"334","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58088,-111.82861,NA,"","SLV-13-221",NA,-6,"06-09-13 11:31",2013,"summer","september","",-119.1970028,-14.91579137,0.260098827,0.045084971,"SPATIAL","p58","multi"
"335","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68161,-112.04436,NA,"","SLV-13-196",NA,-6,"06-09-13 11:32",2013,"summer","september","",-122.8165585,-16.17853892,0.034736661,0.025393123,"SPATIAL","p58","multi"
"336","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52277,-112.00062,NA,"","SLV-13-256",NA,-6,"06-09-13 11:36",2013,"summer","september","",-120.4927968,-15.69685816,0.121321408,0.016097894,"SPATIAL","p58","multi"
"337","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69951,-111.89931,NA,"","SLV-13-165",NA,-6,"06-09-13 11:36",2013,"summer","september","",-120.8888791,-16.2659257,0.03536689,0.037916263,"SPATIAL","p58","multi"
"338","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68183,-112.02539,NA,"","SLV-13-197",NA,-6,"06-09-13 11:37",2013,"summer","september","",-121.9381701,-15.9278597,0.061052894,0.024344971,"SPATIAL","p58","multi"
"339","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.53994,-112.01465,NA,"","SLV-13-257",NA,-6,"06-09-13 11:40",2013,"summer","september","",-120.1765178,-15.7111103,0.123712437,0.011508945,"SPATIAL","p58","multi"
"340","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68167,-112.00659,NA,"","SLV-13-198",NA,-6,"06-09-13 11:41",2013,"summer","september","",-120.7268502,-15.65147635,0.302457167,0.061035723,"SPATIAL","p58","multi"
"341","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66788,-112.00627,NA,"","SLV-13-199",NA,-6,"06-09-13 11:45",2013,"summer","september","",-120.3227773,-15.6860013,0.20889141,0.060304172,"SPATIAL","p58","multi"
"342","Fiesta Village at Willow Creek Shopping Center","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.593438,-111.83087,NA,"","SLV-13-222",NA,-6,"06-09-13 11:47",2013,"summer","september","",-120.6797253,-15.6681362,0.293962303,0.012813137,"SPATIAL","p58","multi"
"343","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6028,-112.05776,NA,"","SLV-13-258",NA,-6,"06-09-13 11:54",2013,"summer","september","",-122.3288333,-15.97007988,0.072988372,0.015610304,"SPATIAL","p58","multi"
"344","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65366,-112.02544,NA,"","SLV-13-200",NA,-6,"06-09-13 11:54",2013,"summer","september","",-121.8236135,-15.79098504,0.174455669,0.095700556,"SPATIAL","p58","multi"
"345","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61067,-111.8177,NA,"","SLV-13-223",NA,-6,"06-09-13 11:55",2013,"summer","september","",-121.1070501,-15.65369707,0.161791654,0.050739743,"SPATIAL","p58","multi"
"346","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65275,-112.02541,NA,"","SLV-13-201",NA,-6,"06-09-13 11:57",2013,"summer","september","",-121.0427844,-15.73553425,0.391402387,0.062133633,"SPATIAL","p58","multi"
"347","Subway","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60886,-111.79799,NA,"","SLV-13-224",NA,-6,"06-09-13 11:59",2013,"summer","september","",-120.8022979,-15.64360647,0.090751915,0.019748997,"SPATIAL","p58","multi"
"348","Wendy's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.63803,-112.02598,NA,"","SLV-13-202",NA,-6,"06-09-13 12:00",2013,"summer","september","",-121.4790666,-15.92516687,0.197626655,0.070782813,"SPATIAL","p58","multi"
"349","Bingham Creek Library","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58851,-112.00656,NA,"","SLV-13-259",NA,-6,"06-09-13 12:04",2013,"summer","september","",-121.5770888,-15.78678289,0.054295757,0.022772201,"SPATIAL","p58","multi"
"350","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.618893,-111.789845,NA,"","SLV-13-225",NA,-6,"06-09-13 12:04",2013,"summer","september","",-122.9263135,-16.52375729,0.117894061,0.042736426,"SPATIAL","p58","multi"
"351","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.63906,-112.00577,NA,"","SLV-13-203",NA,-6,"06-09-13 12:05",2013,"summer","september","",-121.4417581,-15.89915584,0.171179292,0.052710014,"SPATIAL","p58","multi"
"352","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58733,-111.98586,NA,"","SLV-13-260",NA,-6,"06-09-13 12:09",2013,"summer","september","",-121.173468,-15.75523595,0.018640115,0.034811744,"SPATIAL","p58","multi"
"353","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65251,-112.00244,NA,"","SLV-13-204",NA,-6,"06-09-13 12:10",2013,"summer","september","",-121.1200231,-15.78557748,0.180306307,0.045216548,"SPATIAL","p58","multi"
"354","Phillips 66","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62448,-111.82679,NA,"","SLV-13-226",NA,-6,"06-09-13 12:13",2013,"summer","september","",-120.9351684,-15.99068904,0.173035736,0.047663266,"SPATIAL","p58","multi"
"355","Phillips 66","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58734,-111.95817,NA,"","SLV-13-261",NA,-6,"06-09-13 12:15",2013,"summer","september","",-121.3147402,-15.75304798,0.058721448,0.004454165,"SPATIAL","p58","multi"
"356","Conoco","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66741,-111.97648,NA,"","SLV-13-205",NA,-6,"06-09-13 12:16",2013,"summer","september","",-121.5671479,-15.92241585,0.274558427,0.07206097,"SPATIAL","p58","multi"
"357","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6258,-111.85358,NA,"","SLV-13-227",NA,-6,"06-09-13 12:24",2013,"summer","september","",-121.4975891,-16.23234774,0.27172261,0.032008456,"SPATIAL","p58","multi"
"358","Sinclair","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60987,-111.93849,NA,"","SLV-13-262",NA,-6,"06-09-13 12:25",2013,"summer","september","",-120.5034555,-15.76237729,0.045253533,0.002715641,"SPATIAL","p58","multi"
"359","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6104,-111.91079,NA,"","SLV-13-263",NA,-6,"06-09-13 12:30",2013,"summer","september","",-119.639972,-16.00840473,0.027075896,0.01239295,"SPATIAL","p58","multi"
"360","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62152,-111.90962,NA,"","SLV-13-264",NA,-6,"06-09-13 12:35",2013,"summer","september","",-119.8748652,-15.98100325,0.120566439,0.018339923,"SPATIAL","p58","multi"
"361","Wienerschnitzel","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62288,-111.86556,NA,"","SLV-13-228",NA,-6,"06-09-13 12:37",2013,"summer","september","",-122.8079954,-16.48974932,0.196039307,0.069161726,"SPATIAL","p58","multi"
"362","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62662,-111.89046,NA,"","SLV-13-229",NA,-6,"06-09-13 12:43",2013,"summer","september","",-121.1867778,-16.08255538,0.167766138,0.05058162,"SPATIAL","p58","multi"
"363","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61474,-111.89034,NA,"","SLV-13-232",NA,-6,"06-09-13 13:05",2013,"summer","september","",-119.7479436,-15.98768671,0.15123525,0.056811236,"SPATIAL","p58","multi"
"364","Sinclair","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60481,-111.89039,NA,"","SLV-13-233",NA,-6,"06-09-13 13:10",2013,"summer","september","",-119.7111187,-16.06224567,0.302510967,0.055299752,"SPATIAL","p58","multi"
"365","Burger King","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58852,-111.89242,NA,"","SLV-13-234",NA,-6,"06-09-13 13:19",2013,"summer","september","",-120.7738409,-15.72620812,0.326038332,0.033792046,"SPATIAL","p58","multi"
"366","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72514,-111.83019,NA,"","SLV-13-270",NA,-6,"06-09-13 13:30",2013,"summer","september","",-120.4787355,-15.83311454,0.125329017,0.019208759,"SPATIAL","p58","multi"
"367","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72585,-111.86451,NA,"","SLV-13-271",NA,-6,"06-09-13 13:40",2013,"summer","september","",-121.6880272,-16.10794597,0.092015341,0.003408875,"SPATIAL","p58","multi"
"368","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.73638,-111.88778,NA,"","SLV-13-272",NA,-6,"06-09-13 13:48",2013,"summer","september","",-121.2981951,-16.30991172,0.070592941,0.021802482,"SPATIAL","p58","multi"
"369","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.74146,-111.87626,NA,"","SLV-13-273",NA,-6,"06-09-13 13:54",2013,"summer","september","",-120.6273067,-15.73890367,0.01309653,0.016745016,"SPATIAL","p58","multi"
"370","Koiser's BBQ","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.74821,-111.90008,NA,"","SLV-13-274",NA,-6,"06-09-13 14:15",2013,"summer","september","",-121.2810812,-16.2932737,0.02794982,0.016396498,"SPATIAL","p58","multi"
"371","Rose Park park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.751789,-111.925256,NA,"","SLV-13-275",NA,-6,"06-09-13 14:26",2013,"summer","september","",-120.6677894,-15.7709191,0.023164519,0.011276022,"SPATIAL","p58","multi"
"372","Hilton","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.77306,-112.00953,NA,"","SLV-13-276",NA,-6,"06-09-13 14:47",2013,"summer","september","",-120.5619407,-15.74955953,0.085464088,0.027231742,"SPATIAL","p58","multi"
"373","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.741431,-111.982846,NA,"","SLV-13-277",NA,-6,"06-09-13 14:55",2013,"summer","september","",-120.7424265,-15.73487842,0.160830466,0.024344225,"SPATIAL","p58","multi"
"374","Love's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.76994,-111.94006,NA,"","SLV-13-278",NA,-6,"06-09-13 15:13",2013,"summer","september","",-119.6366124,-15.54059455,0.095928797,0.009948784,"SPATIAL","p58","multi"
"375","Northwest Middle School","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.80608,-111.9398,NA,"","SLV-13-279",NA,-6,"06-09-13 15:30",2013,"summer","september","",-119.3756088,-15.38058911,0.051136486,0.01422569,"SPATIAL","p58","multi"
"376","Quality Kwik Store","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.789448,-111.916326,NA,"","SLV-13-280",NA,-6,"06-09-13 15:38",2013,"summer","september","",-120.5421547,-15.82295271,0.070119422,0.02097325,"SPATIAL","p58","multi"
"377","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.78288,-111.8992,NA,"","SLV-13-281",NA,-6,"06-09-13 15:45",2013,"summer","september","",-121.1407631,-16.07701802,0.039131961,0.022293451,"SPATIAL","p58","multi"
"378","State Capital","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.777309,-111.888146,NA,"","SLV-13-282",NA,-6,"06-09-13 15:55",2013,"summer","september","",-121.1053276,-15.94678455,0.028502146,0.015303784,"SPATIAL","p58","multi"
"379","Shilo Inn","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.76474,-111.89454,NA,"","SLV-13-283",NA,-6,"06-09-13 16:03",2013,"summer","september","",-120.7748699,-15.82322639,0.028357043,0.027369082,"SPATIAL","p58","multi"
"380","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.76455,-111.87177,NA,"","SLV-13-284",NA,-6,"06-09-13 16:09",2013,"summer","september","",-119.4296825,-15.31538475,0.036732047,0.00603897,"SPATIAL","p58","multi"
"381","Coffee Shop","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.7739,-111.87789,NA,"","SLV-13-285",NA,-6,"06-09-13 16:20",2013,"summer","september","",-120.5358008,-15.84272889,0.156010171,0.032410838,"SPATIAL","p58","multi"
"382","Smiths","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.76989,-111.86607,NA,"","SLV-13-286",NA,-6,"06-09-13 16:25",2013,"summer","september","",-120.7760774,-15.87969036,0.147399607,0.015742659,"SPATIAL","p58","multi"
"383","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.76524,-111.85461,NA,"","SLV-13-288",NA,-6,"06-09-13 16:30",2013,"summer","september","",-120.9263605,-15.80613291,0.080803705,0.023065372,"SPATIAL","p58","multi"
"384","SPATIAL Lab","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.766641,-111.848071,NA,"","SLV-13-287",NA,-6,"06-09-13 16:55",2013,"summer","september","",-121.1654116,-15.93832364,0.030444677,0.020634261,"SPATIAL","p58","multi"
"385","Alex's House","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62193,-111.94774,NA,"","SLV-13-290",NA,-6,"08-09-13 12:00",2013,"summer","september","",-120.5472304,-15.77711328,0.113359038,0.029111874,"SPATIAL","p58","multi"
"386","Stephen Reugg's house","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.738111,-111.836,NA,"","SLV-13-289",NA,-6,"10-09-13 19:00",2013,"summer","september","",-119.824318,-15.78815426,0.081056028,0.027778949,"SPATIAL","p58","multi"
"387","West Village","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.75411,-111.83633,NA,"","SLV-13-294",NA,-6,"11-09-13 18:00",2013,"summer","september","",-120.1617116,-15.87702437,0.026375786,0.022178928,"SPATIAL","p58","multi"
"388","Trolley Square Mall","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.75737,-111.8715,NA,"","SLV-13-291",NA,-6,"12-09-13 22:30",2013,"summer","september","",-120.6520973,-15.95584042,0.06348964,0.015199632,"SPATIAL","p58","multi"
"389","Alex's Friend's House","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62206,-112.02757,NA,"","SLV-13-293",NA,-6,"15-09-13 18:30",2013,"summer","september","",-121.8559286,-15.66792404,0.034348163,0.015687862,"SPATIAL","p58","multi"
"390","Conoco Phillips","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62338,-111.97956,NA,"","SLV-13-292",NA,-6,"15-09-13 18:30",2013,"summer","september","",-121.464053,-15.50879953,0.22548745,0.033018628,"SPATIAL","p58","multi"
"391","Draper","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.48532,-111.88387,1475,"","189",NA,NA,"09-10-13",2013,"fall","october","",-119.8,-16.07,NA,NA,"Tipple","Tipple","multi"
"392","Draper","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.48665,-111.92691,1341,"","164",NA,NA,"09-10-13",2013,"fall","october","",-118.78,-15.92,NA,NA,"Tipple","Tipple","multi"
"393","Bluffdale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.48933,-111.94077,1358,"","190",NA,NA,"09-10-13",2013,"fall","october","",-120.91,-16.24,NA,NA,"Tipple","Tipple","multi"
"394","Bluffdale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.49048,-111.95137,1371,"","165",NA,NA,"09-10-13",2013,"fall","october","",-120.53,-16.02,NA,NA,"Tipple","Tipple","multi"
"395","Draper","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.49086,-111.87235,1455,"","163",NA,NA,"09-10-13",2013,"fall","october","",-117.93,-16.18,NA,NA,"Tipple","Tipple","multi"
"396","Draper","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.50677,-111.84499,1428,"","195",NA,NA,"09-10-13",2013,"fall","october","",-119.39,-16.05,NA,NA,"Tipple","Tipple","multi"
"397","Riverton","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.51699,-111.96032,1381,"","166",NA,NA,"09-10-13",2013,"fall","october","",-108.63,-14.33,NA,NA,"Tipple","Tipple","multi"
"398","Draper","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52439,-111.85413,1383,"","162",NA,NA,"09-10-13",2013,"fall","october","",-118.19,-16,NA,NA,"Tipple","Tipple","multi"
"399","Sandy","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.54467,-111.84183,1457,"","161",NA,NA,"09-10-13",2013,"fall","october","",-120.38,-15.79,NA,NA,"Tipple","Tipple","multi"
"400","South Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.54474,-111.93937,1357,"","188",NA,NA,"09-10-13",2013,"fall","october","",-120.03,-16.76,NA,NA,"Tipple","Tipple","multi"
"401","South Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.55154,-111.94126,1359,"","167",NA,NA,"09-10-13",2013,"fall","october","",-121.07,-16.27,NA,NA,"Tipple","Tipple","multi"
"402","Sandy","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.55982,-111.854,1426,"","196",NA,NA,"09-10-13",2013,"fall","october","",-119.44,-15.83,NA,NA,"Tipple","Tipple","multi"
"403","South Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.56183,-111.9866,1435,"","194",NA,NA,"09-10-13",2013,"fall","october","",-119.96,-16.04,NA,NA,"Tipple","Tipple","multi"
"404","South Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.56427,-111.98666,1435,"","168",NA,NA,"09-10-13",2013,"fall","october","",-119.78,-16.11,NA,NA,"Tipple","Tipple","multi"
"405","West Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6056,-111.9427,1339,"","187",NA,NA,"09-10-13",2013,"fall","october","",-119.28,-16.23,NA,NA,"Tipple","Tipple","multi"
"406","West Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60802,-111.94479,1342,"","170",NA,NA,"09-10-13",2013,"fall","october","",-120.94,-16.07,NA,NA,"Tipple","Tipple","multi"
"407","West Jordan","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60892,-111.98609,1396,"","169",NA,NA,"09-10-13",2013,"fall","october","",-121.13,-16.1,NA,NA,"Tipple","Tipple","multi"
"408","Midvale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61028,-111.91077,1328,"","186",NA,NA,"09-10-13",2013,"fall","october","",-119.94,-16.59,NA,NA,"Tipple","Tipple","multi"
"409","Midvale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61374,-111.90334,1335,"","171",NA,NA,"09-10-13",2013,"fall","october","",-120.85,-16.3,NA,NA,"Tipple","Tipple","multi"
"410","Midvale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61859,-111.87392,1351,"","172",NA,NA,"09-10-13",2013,"fall","october","",-118.03,-16.18,NA,NA,"Tipple","Tipple","multi"
"411","Midvale","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62033,-111.87249,1354,"","197",NA,NA,"09-10-13",2013,"fall","october","",-119.16,-16.01,NA,NA,"Tipple","Tipple","multi"
"412","Taylorsville","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65266,-111.93941,1324,"","199",NA,NA,"09-10-13",2013,"fall","october","",-118.56,-16.12,NA,NA,"Tipple","Tipple","multi"
"413","Kearns","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65352,-111.98597,1389,"","193",NA,NA,"09-10-13",2013,"fall","october","",-119.05,-16.09,NA,NA,"Tipple","Tipple","multi"
"414","Taylorsville","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65449,-111.92435,1302,"","174",NA,NA,"09-10-13",2013,"fall","october","",-120.3,-16.15,NA,NA,"Tipple","Tipple","multi"
"415","Murray","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65838,-111.88741,1311,"","198",NA,NA,"09-10-13",2013,"fall","october","",-121.12,-16.71,NA,NA,"Tipple","Tipple","multi"
"416","Taylorsville","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65876,-111.98607,1376,"","176",NA,NA,"09-10-13",2013,"fall","october","",-120.97,-16.11,NA,NA,"Tipple","Tipple","multi"
"417","Taylorsville","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65876,-111.98607,1376,"","177",NA,NA,"09-10-13",2013,"fall","october","",-121.23,-16.21,NA,NA,"Tipple","Tipple","multi"
"418","Murray","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66009,-111.88734,1314,"","173",NA,NA,"09-10-13",2013,"fall","october","",-120.05,-16.5,NA,NA,"Tipple","Tipple","multi"
